Package,Zone,Dist,Mandal,GPName,zonemandalgp,LGDCode,USCNo,Previousreading,CurrentReading,LastDate,CurrentDate,AddlCharges,TotalAmount,NewAmount,ACDAmount,ArrearAmount,EnergyCharge,FixedCharge,CustCharge,Adjustment,other,scno,name,eroarea,unit
Package-B,Warangal,Warangal Rural,Nekkonda,APPALARAOPETA,GP,213970,16798990,48,138,15-08-2022,16-10-2022,50,906,1306,0,400,630,120,100,0,56,12102-00983,TELANGANA FIBER GRID CORPORATI,NEKKONDA,90
Package-B,Warangal,Warangal Rural,Nekkonda,REDLAWADA,GP,213986,16798987,662,699,08-09-2022,19-10-2022,150,533,3216,780,2683,259,60,50,0,164,12117-01939,TELANGANA FIBER GRID CORPORATI,NEKKONDA,37
Package-B,Warangal,Warangal Rural,Nekkonda,GOTLAKONDA,GP,213977,16798986,400,400,21-08-2022,17-10-2022,50,401,1052,0,651,130,120,100,0,51,12108-00641,TELANGANA FIBER GRID CORPORATI,NEKKONDA,0
Package-B,Warangal,Warangal Rural,Nekkonda,MANGTYA (VALYA)THANDA,GP,278085,16804807,109,109,06-09-2022,04-10-2022,25,200,1433,0,1233,65,60,50,0,25,13524-00003,TELANGANA FIBER GRID CORPORATI,WARDHANNAPET,0
Package-B,Warangal,Warangal Rural,Nekkonda,PATHIPAKA,GP,213984,16813582,325,441,04-08-2022,14-10-2022,300,1340,2404,0,1064,812,120,100,0,308,12114-00326,TELANGANA FIBER GRID CORPORATI,NEKKONDA,116
Package-B,Warangal,Jangaon,Chilpur,CHILPUR,GP,213530,16617226,1078,1177,09-09-2022,07-10-2022,150,1181,2441,0,1260,848.5,70,105,0,157.5,12756-02104,TELANGANA FIBER GRID CORPORATI,GHANPUR,99
Package-B,Warangal,Jangaon,Chilpur,PALLAGUTTA,GP,213545,16655214,559,832,17-08-2022,17-10-2022,50,2842,2842,189,0,2422.7,140,210,0,69.3,12760-02154,TELANGANA FIBER GRID CORPORATI,GHANPUR,273
Package-B,Warangal,Jangaon,Chilpur,GARLAGADDA THANDA,GP,278337,16814080,98,212,21-08-2022,15-10-2022,50,1346,2287,0,941,969,140,180,0,57,12768-00008,Telengana fibre grid corporati,GHANPUR,114
Package-B,Warangal,Jangaon,Chilpur,FATHEPUR,GP,213533,16822009,82,185,16-08-2022,13-10-2022,0,1202,1202,0,0,875.5,140,180,0,6.5,12758-01536,Telengana fibre grid corporati,GHANPUR,103
Package-B,Warangal,Jangaon,Chilpur,MALKAPUR,GP,213541,16655212,670,813,14-09-2022,16-10-2022,0,1452,1778,0,326,1267.3,70,105,0,9.7,12752-02397,TELANGANA FIBER GRID CORPORAT,GHANPUR,143
Package-B,Warangal,Jangaon,Chilpur,VENKATADRIPETA,GP,213555,16688294,471,525,17-08-2022,18-10-2022,0,602,602,0,0,378,120,100,0,4,12753-01466,TELANGANA FIBER GRID CORPORATI,GHANPUR,54
Package-B,Warangal,Jangaon,Chilpur,VENKATESHWARAPALLY,GP,279158,16688335,386,562,20-06-2022,12-10-2022,0,359,359,0,0,1232,120,100,1104.24,11.24,12771-00028,TELANGANA FIBERGRID CORPORATIO,GHANPUR,176
Package-B,Warangal,Jangaon,Chilpur,THEEGALA THANDA,GP,278334,16688334,454,553,18-08-2022,15-10-2022,0,1168,1168,0,0,841.5,140,180,0,6.5,12769-00009,TELANGANA FIBER GRID CORPORATI,GHANPUR,99
Package-B,Warangal,Jangaon,Chilpur,RAJAVARAM,GP,213548,16891098,65,94,13-09-2022,09-10-2022,25,340,1456,0,1116,203,60,50,0,27,12755-01992,TELANGANA FIBER GRID CORPORATI,GHANPUR,29
Package-B,Warangal,Jangaon,Chilpur,CHINNAPENDYALA,GP,213531,16891099,207,273,04-09-2022,06-10-2022,150,875,3767,0,2892,561,70,90,0,154,12754-02392,Telengana fibre grid corporati,GHANPUR,66
Package-C,KARIMNAGAR,JAGITYAL,KODIMIAL,APPARAOPETA,GP,279862,16462330,436,439,15-09-2022,16-10-2022,0,180,180,336,0,65,60,50,0,5,22420-02668,TELANGANA FIBER GRID CORPORATI,MALLIAL,3
Package-B,Warangal,Warangal Rural,Sangam,KRISHNANAGAR,GP,214141,16542249,290,309,09-09-2022,10-10-2022,0,286,286,2854,0,133,60,50,0,43,12626-00151,TELANGANA FIBER GRID CORPORATI,WARDHANNAPET,19
Package-B,Warangal,Warangal Rural,Sangam,NALLABELLE,GP,214145,16791137,195,320,06-09-2022,10-10-2022,150,1411,3083,0,1672,1077.9,70,105,0,158.1,12606-00741,TELANAGANA FIBER GRID CORPORA,WARDHANNAPET,125
Package-B,Warangal,Warangal Rural,Sangam,Balunayak thanda,GP,277949,16791139,75,75,06-09-2022,10-10-2022,25,200,775,0,575,65,60,50,0,25,12636-00004,TELANAGANA FIBER GRID CORPORA,WARDHANNAPET,0
Package-B,Warangal,Warangal Rural,Sangam,Mummidivaram,GP,277948,16791138,30,80,07-09-2022,10-10-2022,25,488,1136,0,648,350,60,50,0,28,12607-00179,TELANAGANA FIBER GRID CORPORA,WARDHANNAPET,50
Package-B,Warangal,Warangal Rural,Sangam,THIMMAPUR,GP,214152,16442872,890,890,05-09-2022,09-10-2022,0,182,544,404,362,65,60,50,0,7,12609-00527,TELANGANA FIBER GRID CORPORATI,WARDHANNAPET,0
Package-B,Warangal,Warangal Rural,Sangam,Narsa Nagar,GP,277943,16766430,278,286,09-09-2022,09-10-2022,150,326,2906,0,2580,65,60,50,0,151,12639-00003,TELANGANA FIBER GRID CORPORATI,WARDHANNAPET,8
Package-B,Warangal,Warangal Rural,Sangam,ELUGUR STATION,GP,214133,16766431,2810,3439,09-09-2022,10-10-2022,150,6727,20094,0,13367,6307.1,70,160,0,189.9,12635-00300,TELANGANA FIBER GRID CORPORATI,WARDHANNAPET,629
Package-B,Warangal,Warangal Rural,Sangam,Bikojinayak thanda,GP,277944,16766429,105,110,09-09-2022,10-10-2022,150,325,1255,0,930,65,60,50,0,150,12637-00008,TELANGANA FIBER GRID CORPORATI,WARDHANNAPET,5
Package-B,Warangal,Warangal Rural,Sangam,GANDHINAGAR,GP,214135,16543340,212,240,05-09-2022,09-10-2022,0,350,350,2854,0,196,60,50,0,44,12621-00291,TELANGANA FIBER GRID CORPORATI,WARDHANNAPET,28
Package-B,Warangal,Warangal Rural,Sangam,KOTHAGUDEM,GP,214140,16543405,244,315,05-09-2022,07-10-2022,0,810,810,2854,0,603.5,70,90,0,46.5,12623-00337,TELANGANA FIBER GRID CORPORATI,WARDHANNAPET,71
Package-B,Warangal,Warangal Rural,Sangam,KUNTAPALLI,GP,214142,16442873,209,340,05-09-2022,06-10-2022,150,1484,2419,0,935,1151.3,70,105,0,157.7,12622-00945,TELANGANA FIBER GRID CORPORATI,WARDHANNAPET,131
Package-B,Warangal,Warangal Rural,Sangam,SANGEM,GP,214149,16442875,412,415,03-09-2022,09-10-2022,0,180,180,318,0,65,60,50,0,5,12601-01444,TELANGANA FIBER GRID CORPORATI,WARDHANNAPET,3
Package-B,Warangal,Warangal Rural,Sangam,CHINTHALAPALLI,GP,214131,16442876,1194,1210,08-09-2022,09-10-2022,0,241,241,1120,0,112,60,50,0,19,12602-01027,TELANGANA FIBER GRID CORPORATI,WARDHANNAPET,16
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Raghavareddipet,GP,213851,16681865,795,1176,07-09-2022,18-10-2022,150,3930,8176,0,4246,3581.5,70,105,0,173.5,10209-00999,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,381
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Dubyala,GP,213836,16681833,487,533,16-09-2022,13-10-2022,0,554,730,0,176,391,70,90,0,3,10202-00850,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,46
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Mandaloripally,GP,279583,16681832,130,149,16-09-2022,18-10-2022,0,244,419,0,175,133,60,50,0,1,10142-00013,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,19
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Arepally,GP,279580,16654781,717,785,20-09-2022,20-10-2022,0,749,749,438,0,578,70,90,0,11,10141-00010,TELANGANA FIBERGRID CORPORATIO,BHOOPALPALLY,68
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Gummadavelli,GP,213377,16687517,1298,1300,17-09-2022,17-10-2022,0,180,4789,232,4609,65,60,50,0,5,10132-00364,TELANGANA FIBER GRID CORPORATA,BHOOPALPALLY,2
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Vellampalle,GP,213392,16681867,443,445,14-09-2022,14-10-2022,0,176,761,0,585,65,60,50,0,1,10130-00568,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,2
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Bandapally,GP,279576,16681870,1242,1363,17-09-2022,15-10-2022,0,1257,2138,490,881,1066.3,70,105,0,15.7,10134-00250,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,121
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Kundanpalle,GP,213380,16681871,1101,1104,16-09-2022,17-10-2022,0,183,304,422,121,65,60,50,0,8,10131-00478,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,3
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Empaid,GP,213373,16681868,940,1030,23-09-2022,21-10-2022,0,931,931,0,0,765,70,90,0,6,10129-00461,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,90
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Tekumatla,GP,213389,16615222,33,45,17-09-2022,19-10-2022,0,195,370,0,175,84,60,50,0,1,10126-01766,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,12
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Ashireddipalle,GP,213365,16628719,707,769,16-09-2022,20-10-2022,0,692,1018,0,326,527,70,90,0,5,10170-00013,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,62
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Pangidipalle,GP,213384,16615223,980,1005,19-09-2022,20-10-2022,0,288,1446,0,1158,175,60,50,0,3,10115-00583,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,25
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Velchal,GP,213391,16615224,820,865,22-09-2022,21-10-2022,0,429,429,0,0,315,60,50,0,4,10125-00738,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,45
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Dwarakapet,GP,213372,16664096,1057,1188,19-09-2022,17-10-2022,0,1349,2489,0,1140,1165.3,70,105,0,8.7,10133-00383,TELANGANA FIBERGRID CORPORATIO,BHOOPALPALLY,131
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Bornapalle,GP,213367,16664097,1588,1600,18-09-2022,12-10-2022,0,196,3652,0,3456,84,60,50,0,2,10112-00304,TELANGANA FIBERGRID N CORPORAT,BHOOPALPALLY,12
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Venkatraopalle,GP,213393,16758566,1003,1131,20-09-2022,17-10-2022,0,1325,2783,0,1458,1141.2,70,105,0,8.8,10121-00884,TELANGANA FIBERGRID CORPORATIO,BHOOPALPALLY,128
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Garmillapalle,GP,213374,16687518,550,590,18-09-2022,18-10-2022,0,393,4408,0,4015,280,60,50,0,3,10111-00956,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,40
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Raghavapur,GP,213385,16687519,500,500,14-09-2022,17-10-2022,0,176,377,0,201,65,60,50,0,1,10110-00636,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,0
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Giddemutharam,GP,213375,16699573,438,472,21-09-2022,22-10-2022,0,378,498,1838,120,238,60,50,0,30,10104-00627,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,34
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Kalvapally,GP,278031,16699574,790,840,22-09-2022,21-10-2022,0,602,770,922,168,425,70,90,0,17,10103-00236,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,50
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Peddampally,GP,279572,16681866,570,585,17-09-2022,20-10-2022,0,223,223,422,0,105,60,50,0,8,10138-00106,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,15
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Ramakishthapur(T),GP,213386,16605530,1207,1299,13-09-2022,19-10-2022,150,1098,13373,0,12275,782,70,90,0,156,10114-00779,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,92
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Ankushapur,GP,213364,16601369,750,1458,22-09-2022,12-10-2022,0,7471,7797,0,326,7198,70,160,0,43,10124-00667,TELANGANA FIBER GRID CORPORAT,BHOOPALPALLY,708
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Somanapelli,GP,281985,16601368,111,111,23-09-2022,12-10-2022,0,175,350,0,175,65,60,50,0,0,10123-00666,TELANGANA FIBER GRID CORPORAT,BHOOPALPALLY,0
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Subbakkapalle,GP,213388,16615225,700,895,22-09-2022,13-10-2022,0,1978,2304,0,326,1790.5,70,105,0,12.5,10135-00505,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,195
Package-B,Warangal,Mulugu,Kannaigudem,GURREVULA,GP,213481,16505911,865,867,09-09-2022,09-10-2022,0,175,376,0,201,65,60,50,0,0,11104-00470,TELANGANA FIBER GRID CORPORATI,ETURNAGARAM,2
Package-B,Warangal,Mulugu,Kannaigudem,MUPPANAPALLE,GP,213485,16554558,35,46,09-09-2022,09-10-2022,0,188,363,0,175,77,60,50,0,1,11313-00502,TELANGANA FIBER GRID CORPORTIO,ETURNAGARAM,11
Package-B,Warangal,Mulugu,Kannaigudem,BUTTAIGUDEM,GP,213476,16554529,341,354,09-09-2022,09-10-2022,150,352,1478,0,1126,91,60,50,0,151,11105-00602,TELANGANA FIBER GRID CORPORATI,ETURNAGARAM,13
Package-B,Warangal,Mulugu,Kannaigudem,CHINTHAGUDA,GP,281986,16505909,838,863,09-09-2022,09-10-2022,0,287,729,0,442,175,60,50,0,2,11127-00151,TELANGANA FIBER GRID CORPORATI,ETURNAGARAM,25
Package-B,Warangal,Warangal Rural,Nallabelli,LENKALPALLE,GP,213881,16617904,805,858,08-08-2022,14-10-2022,300,896,896,0,0,371,120,100,0,305,11807-00757,TELANGANA FIBER GRID CORPORATI,NARSAMPET,53
Package-B,Warangal,Warangal Rural,Nallabelli,NANDIGAMA,GP,213886,16653340,968,1138,04-08-2022,11-10-2022,300,2079,2079,126,0,1445,140,180,0,314,11802-00923,TELANGANA FIBER GRID CORPORATI,NARSAMPET,170
Package-B,Warangal,Warangal Rural,Nallabelli,DHARMARAOPALLY,GP,278028,16495652,1289,1320,12-09-2022,17-10-2022,0,340,340,730,0,217,60,50,0,13,11804-00924,TELANGANA FIBER GRID CORPORATI,NARSAMPET,31
Package-B,Warangal,Warangal Rural,Nallabelli,MUCHIMPULA THANDA,GP,278040,16495662,1462,1514,15-08-2022,13-10-2022,0,611,611,1590,0,364,120,100,0,27,11806-00795,TELANGANA FIBER GRID CORPORATI,NARSAMPET,52
Package-B,Warangal,Warangal Rural,Nallabelli,MUCHIMPULA,GP,213884,16495660,2194,2367,17-08-2022,11-10-2022,0,1843,1843,2790,0,1470.5,140,180,0,52.5,11806-00796,TELANGANA FIBER GRID CORPORATI,NARSAMPET,173
Package-B,Warangal,Warangal Rural,Nallabelli,DASTHAGIRIPALLY,GP,278037,16495659,1189,1242,18-08-2022,13-10-2022,0,610,610,1002,0,371,120,100,0,19,11806-00797,TELANGANA FIBER GRID CORPORATI,NARSAMPET,53
Package-B,Warangal,Warangal Rural,Nallabelli,MUDUCHEKKALAPALLY,GP,278035,16617914,630,635,18-08-2022,14-10-2022,0,352,352,0,0,130,120,100,0,2,11823-00218,TELANGANA FIBERGRIND CORPERATI,NARSAMPET,5
Package-B,Warangal,Warangal Rural,Nallabelli,GOVINDAPURAM,GP,213877,16617915,683,816,16-08-2022,14-10-2022,300,1769,1769,666,0,1130.5,140,180,0,318.5,11811-00704,TELANGANA FIBERGRIND CORPERATI,NARSAMPET,133
Package-B,Warangal,Warangal Rural,Nallabelli,M.VEERAIAH PALLE,GP,213882,16617909,8,9,16-08-2022,13-10-2022,50,400,400,0,0,130,120,100,0,50,11824-00293,TELANGANA FIBERGRIND CORPERATI,NARSAMPET,1
Package-B,Warangal,Warangal Rural,Nallabelli,NAGARAJUPALLY,GP,278043,16545573,1096,1119,13-08-2022,12-10-2022,300,696,696,873,0,161,120,100,0,315,11812-00644,TELANGANA FIBERGRID CORPORATIO,NARSAMPET,23
Package-B,Warangal,Warangal Rural,Nallabelli,RUDRAGUDEM,GP,213892,16545571,1000,1050,06-09-2022,13-10-2022,0,469,469,422,0,350,60,50,0,9,11814-00965,TELANGANA FIBERGRID CORPORATRI,NARSAMPET,50
Package-B,Warangal,Warangal Rural,Nallabelli,BAJJU THANDA,GP,278049,16551515,420,446,18-08-2022,15-10-2022,0,404,404,0,0,182,120,100,0,2,11826-00173,TELANGANA FIBER GRID CORPORATI,NARSAMPET,26
Package-B,Warangal,Warangal Rural,Nallabelli,NARAKKAPETA,GP,213887,16551513,720,804,18-08-2022,14-10-2022,0,828,828,1026,0,588,120,100,0,20,11808-01094,TELANGANA FIBER GRID CORPORATI,NARSAMPET,84
Package-B,Warangal,Warangal Rural,Nallabelli,KONDAILPALLY,GP,278047,16551514,786,909,14-08-2022,18-10-2022,300,1674,1674,0,0,1045.5,140,180,0,308.5,11819-00212,TELANGANA FIBER GRID CORPORATI,NARSAMPET,123
Package-B,Warangal,Warangal Rural,Nallabelli,KONDAPUR,GP,213880,16495674,821,1038,17-08-2022,16-10-2022,0,2239,2239,0,0,1873.9,140,210,0,15.1,11818-00485,TELANGANA FIBER GRID CORPORATI,NARSAMPET,217
Package-B,Warangal,Mulugu,Eturnagaram,SHIVAPUR,GP,213492,16710387,738,739,17-09-2022,12-10-2022,0,178,425,164,247,65,60,50,0,3,11122-00335,TELANGANA FIBERGRID CORPORATIO,ETURNAGARAM,1
Package-B,Warangal,Mulugu,Eturnagaram,CHINNABOINAPALLY,GP,213478,16710389,470,560,15-09-2022,11-10-2022,0,952,1246,0,294,770.6,70,105,0,6.4,11117-00574,TELANGANA FIBERGRID CORPORATIO,ETURNAGARAM,90
Package-B,Warangal,Mulugu,Eturnagaram,MULLAKATTA,GP,213484,16739230,129,140,08-09-2022,13-10-2022,0,188,188,0,0,77,60,50,0,1,11109-00106,TELANGANA FIBER GRID CORPORAT,ETURNAGARAM,11
Package-B,Warangal,Mulugu,Eturnagaram,ETURNAGARAM,GP,213480,16710391,94,97,09-09-2022,12-10-2022,25,200,441,0,241,65,60,50,0,25,11101-04168,TELANGANA FIBER GRID CORPORATI,ETURNAGARAM,3
Package-B,Warangal,Mulugu,Eturnagaram,KOYAGUDA,GP,213483,16710388,715,745,08-09-2022,13-10-2022,150,472,1551,0,1079,210,60,50,0,152,11120-00486,TELANGANA FIBER GRID CORPORATI,ETURNAGARAM,30
Package-B,Warangal,Jangaon,Ghanpur(Stn),GHANPUR (STN),GP,213534,16738195,583,622,22-09-2022,14-10-2022,0,494,1177,0,683,331.5,70,90,0,2.5,12701-07624,TELANGANA FIBER GRID CORPORATI,GHANPUR,39
Package-B,Warangal,Jangaon,Ghanpur(Stn),SHIVUNIPALLE,GP,213550,16639395,985,1069,05-09-2022,20-10-2022,0,889,1118,592,229,714,70,90,0,15,12704-03205,TELANGANA FIBER GRID CORPORATI,GHANPUR,84
Package-B,Warangal,Jangaon,Ghanpur(Stn),SAMUDRALA,GP,213549,16655203,587,657,04-08-2022,04-10-2022,0,716,716,0,0,490,120,100,0,6,12712-01657,TELANGANA FIBER GRID CORPORATI,GHANPUR,70
Package-B,Warangal,Jangaon,Ghanpur(Stn),IPPAGUDEM,GP,213535,16711366,686,762,11-09-2022,16-10-2022,0,811,1417,0,606,646,70,90,0,5,12711-03335,TELANAGANA FIBER GRID CORPORA,GHANPUR,76
Package-B,Warangal,Jangaon,Ghanpur(Stn),AKKAPALLI GUDEM,GP,278328,16738274,418,423,11-08-2022,09-10-2022,0,353,353,126,0,130,120,100,0,3,12715-00197,TELANGANA FIBER GRID CORPORAT,GHANPUR,5
Package-B,Warangal,Jangaon,Ghanpur(Stn),MEEDIKONDA,GP,213542,16699954,338,401,20-08-2022,12-10-2022,0,665,665,0,0,441,120,100,0,4,12707-01661,TS FIBER GRID CORPORATION LTD,GHANPUR,63
Package-B,Warangal,Jangaon,Ghanpur(Stn),CHANDRU THANDA,GP,279148,16688398,952,1062,07-09-2022,18-10-2022,0,1110,1209,506,99,935,70,90,0,15,12717-00014,TELANGANA FIBER GRID CORPORAT,GHANPUR,110
Package-B,Warangal,Jangaon,Ghanpur(Stn),NAMILIGONDA,GP,213543,16617209,662,664,14-09-2022,13-10-2022,0,179,160,198,-19,65,60,50,0,4,12703-01692,TELANGANA FIBER GRID CORPORATI,GHANPUR,2
Package-B,Warangal,Jangaon,Ghanpur(Stn),CHAGAL,GP,213529,16863786,240,294,18-09-2022,13-10-2022,150,772,3011,0,2239,459,70,90,0,153,12705-02608,Telengana fibre grid corporati,GHANPUR,54
Package-B,Warangal,Jangaon,Jangaon,YELLAMULA,GP,213647,16737808,68,68,16-09-2022,19-10-2022,0,175,350,0,175,65,60,50,0,0,13715-01231,TELANGANA FIBER GRID CORPORAT,JANGAON,0
Package-B,Warangal,Jangaon,Jangaon,SIDDENKI,GP,213644,16737812,613,613,15-09-2022,18-10-2022,150,325,4138,0,3813,65,60,50,0,150,13714-01200,TELANGANA FIBER GRID CORPORATI,JANGAON,0
Package-B,Warangal,Jangaon,Jangaon,PEDDARAMANCHERLA,GP,213641,16737805,3,3,16-09-2022,17-10-2022,0,175,350,0,175,65,60,50,0,0,13712-01060,TELANGANA FIBER GRID CORPORATI,JANGAON,0
Package-B,Warangal,Jangaon,Jangaon,PEDDAPAHAD,GP,213640,16737856,554,654,13-09-2022,17-10-2022,150,1167,1867,0,700,850,70,90,0,157,13702-01992,TELANGANA FIBER GRID CORPORATI,JANGAON,100
Package-B,Warangal,Jangaon,Jangaon,ERRA KUNTA THANDA,GP,278323,16737855,408,420,19-09-2022,16-10-2022,0,195,1074,0,879,84,60,50,0,1,13722-01991,TELANGANA FIBER GRID CORPORAT,JANGAON,12
Package-B,Warangal,Jangaon,Jangaon,GANGUPAHAD,GP,213635,16683447,786,786,19-09-2022,15-10-2022,0,190,190,922,0,65,60,50,0,15,13707-01647,TS FIBER GRID CORPORATION LTD,JANGAON,0
Package-B,Warangal,Jangaon,Jangaon,VADLAKONDA,GP,213645,16612189,5,6,11-09-2022,11-10-2022,0,175,350,0,175,65,60,50,0,0,13708-02119,TELANGANA FIBER GRID CORPORATI,JANGAON,1
Package-B,Warangal,Jangaon,Jangaon,SHAMEERPET,GP,213643,16610147,100,100,19-09-2022,12-10-2022,0,175,350,0,175,65,60,50,0,0,13709-01435,TELANGANA FIBER GRID CORPORATI,JANGAON,0
Package-B,Warangal,Jangaon,Jangaon,PEDDA THANDA (Y),GP,278325,16793169,437,439,21-09-2022,12-10-2022,25,201,1162,0,961,65,60,50,0,26,13724-00063,TELANGANA FIBER GRID CORPORATI,JANGAON,2
Package-B,Warangal,Jangaon,Jangaon,PEDDA THANDA (M),GP,278298,16793205,345,375,22-09-2022,14-10-2022,150,472,2106,0,1634,210,60,50,0,152,13723-00156,TELANGANA FIBER FRID CORPORATI,JANGAON,30
Package-B,Warangal,Jangaon,Jangaon,MARIGIDI,GP,213637,16793206,520,612,15-09-2022,17-10-2022,150,1098,3968,0,2870,782,70,90,0,156,13706-01661,TELANGANA FIBER FRID CORPORATI,JANGAON,92
Package-B,Warangal,Jangaon,Jangaon,CHOWDARAM,GP,213634,16683446,432,486,13-09-2022,20-10-2022,0,492,850,0,358,378,60,50,0,4,13718-00856,TS FIBER GRID CORPORATION LTD,JANGAON,54
Package-B,Warangal,Jangaon,Jangaon,CHEETAKODURU,GP,213633,16683445,433,475,17-09-2022,12-10-2022,0,520,1117,0,597,357,70,90,0,3,13717-00911,TS FIBER GRID CORPORATION LTD,JANGAON,42
Package-B,Warangal,Jangaon,Jangaon,YESWANTHAPUR,GP,213649,16737801,0,0,15-09-2022,18-10-2022,25,200,375,0,175,65,60,50,0,25,13719-00784,TELANGANA FIBER GRID CORPORATI,JANGAON,0
Package-B,Warangal,Mulugu,Mulugu,INCHERLA,GP,213860,16753333,31,31,19-08-2022,12-10-2022,50,400,400,0,0,130,120,100,0,50,10704-00715,TELANGANA FIBERGRID CORPORATIO,MULUGU,0
Package-B,Warangal,Mulugu,Mulugu,BANJARUPALLY,GP,278251,16753332,2,2,20-08-2022,15-10-2022,0,350,350,0,0,130,120,100,0,0,10727-00080,TELANGANA FIBERGRID CORPORATIO,MULUGU,0
Package-B,Warangal,Mulugu,Mulugu,JEEVANTHARAOPALLY,GP,278250,16720358,1336,1342,10-08-2022,14-10-2022,300,670,670,1179,0,130,120,100,0,320,10732-00192,TELANGANA FIBER GRID CORPORATI,MULUGU,6
Package-B,Warangal,Mulugu,Mulugu,BANDARUPALLE,GP,213856,16720359,2,2,21-08-2022,17-10-2022,0,350,350,0,0,130,120,100,0,0,10703-01528,TELANGANA FIBER GRID CORPORATI,MULUGU,0
Package-B,Warangal,Mulugu,Mulugu,MULUG,GP,213871,16720360,838,890,13-09-2022,21-10-2022,150,628,2112,0,1484,364,60,50,0,154,10701-06980,TELANGANA FIBERGRID CORPORATIO,MULUGU,52
Package-B,Warangal,Jayashankar Bhupalapalli,Mutharam_Mahadevpur,MUTHARAM,GP,201711,16632097,20,20,20-09-2022,14-10-2022,0,175,350,0,175,65,60,50,0,0,25608-00991,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,0
Package-B,Warangal,Jayashankar Bhupalapalli,Mutharam_Mahadevpur,MAHABOOBPALLI,GP,281750,16738040,0,0,23-09-2022,15-10-2022,0,175,350,0,175,65,60,50,0,0,25626-00112,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,0
Package-B,Warangal,Jayashankar Bhupalapalli,Mutharam_Mahadevpur,POLARAM,GP,201714,16908971,0,0,18-09-2022,19-10-2022,25,200,950,0,750,65,60,50,0,25,25607-00259,TELANGANA FIBERGRID CORPORATIO,BHOOPALPALLY,0
Package-B,Warangal,Jayashankar Bhupalapalli,Mutharam_Mahadevpur,MULUGUPALLI,GP,281749,16907738,0,0,23-09-2022,19-10-2022,25,200,950,0,750,65,60,50,0,25,25605-00539,TELANGANA FIBERGRID CORPORATIO,BHOOPALPALLY,0
Package-B,Warangal,Jayashankar Bhupalapalli,Mutharam_Mahadevpur,YAMANPALLY,GP,201717,16700130,654,711,20-09-2022,11-10-2022,0,649,2154,0,1505,484.5,70,90,0,4.5,25602-00427,TS FIBER GRID CORPORATION LTD,BHOOPALPALLY,57
Package-B,Warangal,Jayashankar Bhupalapalli,Mutharam_Mahadevpur,NIMMAGUDEM,GP,281735,16738039,194,229,17-09-2022,14-10-2022,0,357,533,0,176,245,60,50,0,2,25601-00294,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,35
